Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos
652,Rafael\'a0Lopez*\\lopezra02,26,CHC,NL,7,14,11,0,2,0,0,0,1,0,0,2,4,.182,.286,.182,.468,34,2,0,0,0,1,0,/2\
653,Wilton\'a0Lopez\\lopezwi01,30,COL,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
654,David\'a0Lough*\\loughda01,28,BAL,AL,112,197,174,31,43,6,3,4,16,8,5,15,33,.247,.309,.385,.694,94,67,3,1,6,1,0,78/9D\
655,Aaron\'a0Loup*\\loupaa01,26,TOR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
656,Mark\'a0Lowe*\\lowema01,31,CLE,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
657,Jed\'a0Lowrie#\\lowrije01,30,OAK,AL,136,566,502,59,125,29,3,6,50,0,0,51,79,.249,.321,.355,.676,94,178,14,5,2,6,5,*6/D\
658,Ed\'a0Lucas\\lucased01,32,MIA,NL,69,189,179,19,45,5,0,1,9,1,0,8,48,.251,.283,.296,.580,63,53,4,0,2,0,0,46/3579\
659,Jonathan\'a0Lucroy\\lucrojo01,28,MIL,NL,153,655,585,73,176,53,2,13,69,4,4,66,71,.301,.373,.465,.837,131,272,13,2,0,2,3,*23/D\
660,Ryan\'a0Ludwick\\ludwiry01,35,CIN,NL,112,400,357,28,87,20,0,9,45,0,2,31,94,.244,.308,.375,.683,91,134,6,4,1,4,1,7/D\
661,Josh\'a0Lueke\\luekejo01,29,TBR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
662,Donald\'a0Lutz*\\lutzdo01,25,CIN,NL,28,54,51,2,9,4,0,0,1,0,0,3,19,.176,.222,.255,.477,34,13,0,0,0,0,1,/379D\
663,Jordan\'a0Lyles\\lylesjo01,23,COL,NL,23,52,48,4,9,3,0,1,3,0,0,3,21,.188,.235,.313,.548,43,15,3,0,1,0,0,1\
664,Lance\'a0Lynn#\\lynnla01,27,STL,NL,31,69,60,5,4,1,0,0,1,0,0,4,34,.067,.138,.083,.222,-36,5,1,1,4,0,0,1\
665,Tyler\'a0Lyons*\\lyonsty01,26,STL,NL,11,9,7,0,0,0,0,0,0,0,0,2,5,.000,.222,.000,.222,-31,0,1,0,0,0,0,1\
666,Manny\'a0Machado\\machama01,21,BAL,AL,82,354,327,38,91,14,0,12,32,2,0,20,68,.278,.324,.431,.755,110,141,13,3,2,2,2,5\
667,Jean\'a0Machi\\machije01,32,SFG,NL,68,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
668,Paul\'a0Maholm*\\maholpa01,32,LAD,NL,29,16,9,1,0,0,0,0,0,0,0,2,6,.000,.182,.000,.182,-42,0,0,0,5,0,0,1\
669,Martin\'a0Maldonado\\maldoma01,27,MIL,NL,52,126,111,14,26,5,0,4,16,0,0,11,32,.234,.320,.387,.707,95,43,4,3,1,0,1,2/31\
670,Seth\'a0Maness\\manesse01,25,STL,NL,69,5,5,0,2,0,0,0,0,0,0,0,0,.400,.400,.400,.800,126,2,0,0,0,0,0,1\
671,Jeff\'a0Manship\\manshje01,29,PHI,NL,20,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
672,Jake\'a0Marisnick\\marisja01,23,TOT,MLB,65,237,221,21,55,8,0,3,19,11,3,8,67,.249,.281,.326,.607,72,72,2,3,2,3,3,98/7\
673,Nick\'a0Markakis*\\markani01,30,BAL,AL,155,710,642,81,177,27,1,14,50,4,2,62,84,.276,.342,.386,.729,104,248,10,4,0,2,4,*9/D3\
674,Carlos\'a0Marmol\\marmoca01,31,MIA,NL,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
675,Evan\'a0Marshall\\marshev01,24,ARI,NL,52,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
676,Sean\'a0Marshall*\\marshse01,31,CIN,NL,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
677,Alfredo\'a0Marte\\marteal01,25,ARI,NL,44,114,106,8,18,5,1,2,9,1,0,6,34,.170,.221,.292,.514,42,31,2,1,1,0,0,7/9D\
678,Andy\'a0Marte\\martean01,30,ARI,NL,6,16,16,1,3,0,0,1,3,0,0,0,3,.188,.188,.375,.563,52,6,0,0,0,0,0,/5\
679,Starling\'a0Marte\\martest01,25,PIT,NL,135,545,495,73,144,29,6,13,56,30,11,33,131,.291,.356,.453,.808,127,224,5,17,0,0,0,*78\
680,Chris\'a0Martin\\martich02,28,COL,NL,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
681,Ethan\'a0Martin\\martiet01,25,PHI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
682,Leonys\'a0Martin*\\martile01,26,TEX,AL,155,583,533,68,146,13,7,7,40,31,12,39,114,.274,.325,.364,.689,92,194,4,2,7,2,3,*8/D\
683,Russell\'a0Martin\\martiru01,31,PIT,NL,111,460,379,45,110,20,0,11,67,4,4,59,78,.290,.402,.430,.832,135,163,16,15,2,5,5,2/D\
684,Carlos\'a0Martinez\\martica04,22,STL,NL,54,13,12,0,3,0,0,0,2,0,0,0,4,.250,.250,.250,.500,41,3,0,0,1,0,0,1\
685,J.D.\'a0Martinez\\martijd02,26,DET,AL,123,480,441,57,139,30,3,23,76,6,3,30,126,.315,.358,.553,.912,154,244,8,3,0,6,5,*79/D\
686,Michael\'a0Martinez#\\martimi02,31,PIT,NL,26,44,39,2,5,1,0,0,2,0,0,4,13,.128,.209,.154,.363,5,6,0,0,1,0,1,/4789\
687,Nick\'a0Martinez*\\martini01,23,TEX,AL,4,3,3,1,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
688,Victor\'a0Martinez#\\martivi01,35,DET,AL,151,641,561,87,188,33,0,32,103,3,2,70,42,.335,.409,.565,.974,172,317,17,4,0,6,28,*D3/2\
689,Nick\'a0Masset\\masseni01,32,COL,NL,46,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
690,Justin\'a0Masterson\\masteju01,29,TOT,MLB,10,13,11,1,2,0,0,0,1,0,0,0,4,.182,.182,.182,.364,3,2,0,0,2,0,0,1\
691,Darin\'a0Mastroianni\\mastrda01,28,TOT,AL,21,44,43,7,5,0,0,1,2,1,0,1,10,.116,.136,.186,.322,-10,8,4,0,0,0,0,9/87D\
692,Jeff\'a0Mathis\\mathije01,31,MIA,NL,64,195,175,12,35,7,0,2,12,0,0,15,64,.200,.263,.274,.537,52,48,2,0,5,0,2,2\
693,Daisuke\'a0Matsuzaka\\matsuda01,33,NYM,NL,32,17,11,0,2,0,0,0,1,0,0,1,6,.182,.250,.182,.432,27,2,0,0,5,0,0,1\
694,Ryan\'a0Mattheus\\matthry01,30,WSN,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
695,Brian\'a0Matusz*\\matusbr01,27,BAL,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
696,Tyler\'a0Matzek*\\matzety01,23,COL,NL,20,43,38,2,7,1,0,0,0,0,0,2,13,.184,.225,.211,.436,16,8,1,0,3,0,0,1\
697,Joe\'a0Mauer*\\mauerjo01,31,MIN,AL,120,518,455,60,126,27,2,4,55,3,0,60,96,.277,.361,.371,.732,107,169,12,1,0,2,12,3D\
698,Brandon\'a0Maurer\\maurebr01,23,SEA,AL,2,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
699,Justin\'a0Maxwell\\maxweju01,30,KCR,AL,20,45,40,4,6,1,0,0,3,0,1,2,20,.150,.222,.175,.397,13,7,0,2,0,1,0,/98D7\
700,John\'a0Mayberry\\maybejo02,30,TOT,MLB,78,168,146,15,31,10,0,7,23,0,0,20,35,.212,.310,.425,.734,104,62,2,1,0,1,0,378/9D\
701,Cameron\'a0Maybin\\maybica01,27,SDP,NL,95,272,251,24,59,13,4,1,15,4,3,19,56,.235,.290,.331,.621,81,83,8,1,0,1,2,8\
702,Vin\'a0Mazzaro\\mazzavi01,27,PIT,NL,4,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1\
703,Zach\'a0McAllister\\mcallza01,26,CLE,AL,1,2,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,182,1,1,0,0,0,0,1\
704,Matt\'a0McBride\\mcbrima02,29,COL,NL,21,34,31,6,7,2,0,2,6,0,0,2,12,.226,.294,.484,.778,101,15,0,1,0,0,0,/397\
705,Brian\'a0McCann*\\mccanbr01,30,NYY,AL,140,538,495,57,115,15,1,23,75,0,0,32,77,.232,.286,.406,.692,94,201,16,7,0,4,1,23D\
706,James\'a0McCann\\mccanja02,24,DET,AL,9,12,12,2,3,1,0,0,0,1,0,0,2,.250,.250,.333,.583,63,4,0,0,0,0,0,/2D\
707,Brandon\'a0McCarthy\\mccarbr01,30,TOT,MLB,16,32,29,0,4,0,0,0,3,0,0,0,11,.138,.138,.138,.276,-23,4,0,0,3,0,0,1\
708,Andrew\'a0McCutchen\\mccutan01,27,PIT,NL,146,648,548,89,172,38,6,25,83,18,3,84,115,.314,.410,.542,.952,166,297,9,10,0,6,8,*8\
709,John\'a0McDonald\\mcdonjo03,39,LAA,AL,95,91,76,4,13,2,0,0,5,1,1,7,18,.171,.256,.197,.453,34,15,1,2,5,1,0,56/4D\
710,T.J.\'a0McFarland*\\mcfartj01,25,BAL,AL,3,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,1\
711,Jake\'a0McGee*\\mcgeeja01,27,TBR,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
712,Casey\'a0McGehee\\mcgehca01,31,MIA,NL,160,691,616,56,177,29,1,4,76,4,2,67,102,.287,.355,.357,.712,101,220,31,1,0,7,3,*5/D\
713,Dustin\'a0McGowan\\mcgowdu01,32,TOR,AL,4,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
714,Collin\'a0McHugh\\mchugco01,27,HOU,AL,1,3,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
715,Michael\'a0McKenry\\mckenmi01,29,COL,NL,57,192,168,23,53,9,0,8,22,0,3,22,42,.315,.398,.512,.910,138,86,6,1,1,0,1,2\
716,Nate\'a0McLouth*\\mclouna01,32,WSN,NL,79,162,139,10,24,6,0,1,7,4,1,16,35,.173,.280,.237,.517,45,33,0,5,1,1,1,79/8D\
717,Tommy\'a0Medica\\medicto01,26,SDP,NL,102,259,240,31,56,11,2,9,27,6,1,14,75,.233,.286,.408,.694,99,98,5,4,0,1,0,37/D\
718,Yoervis\'a0Medina\\medinyo01,25,SEA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
719,Jenrry\'a0Mejia\\mejiaje01,24,NYM,NL,60,18,17,0,0,0,0,0,0,0,0,0,7,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
720,Mark\'a0Melancon\\melanma01,29,PIT,NL,70,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
721,Roman\'a0Mendez\\mendero01,23,TEX,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
722,Jordy\'a0Mercer\\mercejo03,27,PIT,NL,149,555,506,56,129,27,2,12,55,4,1,35,89,.255,.305,.387,.693,94,196,14,4,5,5,12,*6/9\
723,Devin\'a0Mesoraco\\mesorde01,26,CIN,NL,114,440,384,54,105,25,0,25,80,1,3,41,103,.273,.359,.534,.893,147,205,5,12,0,3,4,*2/D\
724,Will\'a0Middlebrooks\\middlwi01,25,BOS,AL,63,234,215,14,41,10,0,2,19,1,1,15,70,.191,.256,.265,.522,46,57,7,4,0,0,1,5/3\
725,Miles\'a0Mikolas\\mikolmi01,25,TEX,AL,1,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
726,Wade\'a0Miley*\\mileywa01,27,ARI,NL,31,69,57,3,9,0,0,0,1,0,0,3,14,.158,.200,.158,.358,2,9,0,0,9,0,0,1\
727,Andrew\'a0Miller*\\millean01,29,TOT,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
728,Brad\'a0Miller*\\millebr02,24,SEA,AL,123,411,367,47,81,15,4,10,36,4,2,34,95,.221,.288,.365,.653,88,134,2,2,3,3,2,64/5D\
729,Justin\'a0Miller\\milleju02,27,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
730,Shelby\'a0Miller\\millesh01,23,STL,NL,31,63,48,6,9,5,0,0,4,0,0,2,25,.188,.220,.292,.512,42,14,1,0,13,0,0,1\
731,Brad\'a0Mills\\millsbr02,29,TOT,AL,1,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,1,0,0,0,0,/1\
732,Tommy\'a0Milone*\\milonto01,27,TOT,AL,2,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
733,Mike\'a0Minor\\minormi01,26,ATL,NL,22,48,45,4,7,1,0,1,4,0,0,1,16,.156,.174,.244,.418,17,11,0,0,2,0,0,1\
734,Jose\'a0Molina\\molinjo01,39,TBR,AL,80,247,225,4,40,2,0,0,10,3,0,14,55,.178,.230,.187,.417,22,42,8,2,4,2,0,2\
735,Yadier\'a0Molina\\molinya01,31,STL,NL,110,445,404,40,114,21,0,7,38,1,1,28,55,.282,.333,.386,.719,102,156,14,6,1,6,4,2/D3\
736,Jesus\'a0Montero\\monteje01,24,SEA,AL,6,17,17,1,4,0,0,1,2,0,0,0,3,.235,.235,.412,.647,84,7,1,0,0,0,0,/D3\
737,Miguel\'a0Montero*\\montemi01,30,ARI,NL,136,560,489,40,119,23,0,13,72,0,4,56,97,.243,.329,.370,.699,95,181,12,9,0,6,11,*2/D\
738,Rafael\'a0Montero\\montera01,23,NYM,NL,10,13,11,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,0,0,2,0,0,1\
739,Adam\'a0Moore\\mooread01,30,SDP,NL,9,12,10,1,2,1,0,0,1,0,0,2,5,.200,.333,.300,.633,86,3,0,0,0,0,1,/2\
740,Tyler\'a0Moore\\moorety01,27,WSN,NL,42,100,91,8,21,2,0,4,14,0,0,7,29,.231,.300,.385,.685,88,35,2,2,0,0,0,3/7\
741,Franklin\'a0Morales*\\moralfr01,28,COL,NL,34,39,30,2,3,0,0,0,0,0,0,3,15,.100,.182,.100,.282,-23,3,0,0,6,0,0,1\
742,Kendrys\'a0Morales#\\moralke01,31,TOT,AL,98,401,367,28,80,20,0,8,42,0,0,27,68,.218,.274,.338,.612,75,124,12,3,0,4,3,D3\
743,Brent\'a0Morel\\morelbr01,27,PIT,NL,23,41,39,1,7,2,0,0,4,0,0,2,9,.179,.220,.231,.450,27,9,1,0,0,0,1,5/3\
744,Mitch\'a0Moreland*\\morelmi01,28,TEX,AL,52,184,167,18,41,9,1,2,23,0,0,12,43,.246,.297,.347,.644,80,58,7,1,2,2,0,D3/71\
745,Nyjer\'a0Morgan*\\morgany01,33,CLE,AL,15,52,41,8,14,1,0,1,6,3,0,7,6,.341,.429,.439,.868,145,18,0,0,3,1,0,8/7\
746,Mike\'a0Morin\\morinmi01,23,LAA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
747,Justin\'a0Morneau*\\morneju01,33,COL,NL,135,550,502,62,160,32,3,17,82,0,3,34,60,.319,.364,.496,.860,125,249,7,6,0,8,4,*3/D\
748,Bryan\'a0Morris*\\morribr01,27,TOT,NL,54,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
749,Logan\'a0Morrison*\\morrilo01,26,SEA,AL,99,365,336,41,88,20,0,11,38,5,2,24,59,.262,.315,.420,.735,111,141,9,3,0,2,1,3D/97\
750,Brandon\'a0Morrow\\morrobr01,29,TOR,AL,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
751,Mike\'a0Morse\\morsemi01,32,SFG,NL,131,482,438,48,122,32,3,16,61,0,0,31,121,.279,.336,.475,.811,130,208,19,9,0,4,0,73/D\
752,Charlie\'a0Morton\\mortoch02,30,PIT,NL,23,49,40,1,2,0,0,0,1,0,0,1,21,.050,.073,.050,.123,-64,2,2,0,8,0,0,1\
753,Brandon\'a0Moss*\\mossbr01,30,OAK,AL,147,580,500,70,117,23,2,25,81,1,0,67,153,.234,.334,.438,.772,119,219,6,10,0,3,7,379D\
754,Jason\'a0Motte\\motteja01,32,STL,NL,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
755,Mike\'a0Moustakas*\\moustmi01,25,KCR,AL,140,500,457,45,97,21,1,15,54,1,0,35,74,.212,.271,.361,.632,75,165,12,3,1,4,1,*5\
756,Steven\'a0Moya*\\moyast01,22,DET,AL,11,8,8,2,3,0,0,0,0,0,0,0,2,.375,.375,.375,.750,113,3,0,0,0,0,0,/9D\
757,Edward\'a0Mujica\\mujiced01,30,BOS,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
758,Daniel\'a0Murphy*\\murphda08,29,NYM,NL,143,642,596,79,172,37,2,9,57,13,5,39,86,.289,.332,.403,.734,111,240,15,2,0,5,3,*45/3\
759,David\'a0Murphy*\\murphda07,32,CLE,AL,129,462,416,40,109,25,1,8,58,2,3,36,61,.262,.319,.385,.703,97,160,6,2,1,7,2,*9/D7\
760,Donnie\'a0Murphy\\murphdo01,31,TEX,AL,45,128,112,11,22,3,0,4,14,0,1,11,38,.196,.268,.330,.598,66,37,2,1,1,3,0,4/D35\
761,John\'a0Ryan\'a0Murphy\\murphjr01,23,NYY,AL,32,85,81,7,23,4,0,1,9,0,0,4,22,.284,.318,.370,.688,95,30,0,0,0,0,0,2/D\
762,Wil\'a0Myers\\myerswi01,23,TBR,AL,87,361,325,37,72,14,0,6,35,6,1,34,90,.222,.294,.320,.614,77,104,10,0,0,2,3,9/D38\
763,Xavier\'a0Nady\\nadyxa01,35,SDP,NL,22,42,37,4,5,1,0,3,4,0,0,5,9,.135,.238,.405,.644,83,15,4,0,0,0,0,/973\
764,Mike\'a0Napoli\\napolmi01,32,BOS,AL,119,500,415,49,103,20,0,17,55,3,2,78,133,.248,.370,.419,.789,120,174,12,4,0,3,3,*3/D\
765,Joe\'a0Nathan\\nathajo01,39,DET,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
766,Daniel\'a0Nava#\\navada01,31,BOS,AL,113,408,363,41,98,21,0,4,37,4,2,33,81,.270,.346,.361,.706,98,131,5,10,0,2,1,973/D\
767,Dioner\'a0Navarro#\\navardi01,30,TOR,AL,139,520,481,40,132,22,0,12,69,3,0,32,76,.274,.317,.395,.712,101,190,12,1,0,6,1,*2D\
768,Efren\'a0Navarro*\\navaref01,28,LAA,AL,64,174,159,17,39,10,1,1,14,1,3,13,27,.245,.302,.340,.642,86,54,0,0,2,0,2,37/9D\
769,Kristopher\'a0Negron\\negrokr01,28,CIN,NL,49,158,144,19,39,10,1,6,17,5,0,12,40,.271,.331,.479,.810,125,69,2,1,1,0,0,54/67\
770,Chris\'a0Nelson\\nelsoch01,28,SDP,NL,27,81,73,5,17,3,0,0,7,1,2,7,14,.233,.296,.274,.570,68,20,5,0,0,1,1,5/43\
771,Jimmy\'a0Nelson\\nelsoji02,25,MIL,NL,14,22,21,1,3,1,0,0,0,0,0,0,7,.143,.143,.190,.333,-8,4,1,0,1,0,0,1\
772,Hector\'a0Neris\\nerishe01,25,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
773,Pat\'a0Neshek#\\neshepa01,33,STL,NL,67,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
774,Juan\'a0Nicasio\\nicasju01,27,COL,NL,32,27,24,0,2,0,0,0,4,0,0,0,13,.083,.080,.083,.163,-57,2,0,0,2,1,0,1\
775,Jon\'a0Niese*\\niesejo01,27,NYM,NL,29,65,55,3,5,1,0,0,4,0,0,6,29,.091,.180,.109,.289,-14,6,0,0,4,0,0,1\
776,Adrian\'a0Nieto#\\nietoad01,24,CHW,AL,48,118,106,8,25,5,0,2,7,0,1,8,38,.236,.296,.340,.635,83,36,3,1,3,0,0,2/D\
777,Kirk\'a0Nieuwenhuis*\\nieuwki01,26,NYM,NL,61,130,112,16,29,14,1,3,16,4,0,16,39,.259,.346,.482,.828,136,54,1,0,0,2,3,78/9\
778,Wil\'a0Nieves\\nievewi01,36,PHI,NL,36,128,122,9,31,8,0,1,7,1,0,1,34,.254,.270,.344,.614,71,42,2,2,2,1,0,2/3\
779,Jayson\'a0Nix\\nixja01,31,TOT,MLB,41,91,83,2,10,0,0,1,4,1,2,3,28,.120,.169,.157,.325,-8,13,2,2,1,1,0,54/693\
780,Hector\'a0Noesi\\noesihe01,27,TOT,AL,2,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
781,Ricky\'a0Nolasco\\nolasri01,31,MIN,AL,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
782,Bud\'a0Norris\\norribu01,29,BAL,AL,3,4,3,0,1,0,0,0,1,0,0,0,1,.333,.333,.333,.667,88,1,0,0,1,0,0,1\
783,Derek\'a0Norris\\norride01,25,OAK,AL,127,442,385,46,104,19,1,10,55,2,2,54,86,.270,.361,.403,.763,119,155,12,1,1,1,2,*2D\
784,Eduardo\'a0Nunez\\nunezed02,27,MIN,AL,72,213,204,26,51,7,4,4,24,9,3,5,31,.250,.271,.382,.654,82,78,7,1,3,0,0,567/D49\
785,Vidal\'a0Nuno*\\nunovi01,26,TOT,MLB,12,25,18,2,1,0,0,0,0,0,0,0,8,.056,.105,.056,.161,-53,1,1,1,6,0,0,1\
786,Darren\'a0O'Day\\odayda01,31,BAL,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
787,Eric\'a0O'Flaherty*\\oflaher01,29,OAK,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
788,Shawn\'a0O'Malley#\\omallsh01,26,LAA,AL,11,16,16,3,3,0,0,0,1,2,0,0,8,.188,.188,.188,.375,9,3,0,0,0,0,0,/74D9\
789,Sean\'a0O'Sullivan\\osullse01,26,PHI,NL,3,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1\
790,Rougned\'a0Odor*\\odorro01,20,TEX,AL,114,417,386,39,100,14,7,9,48,4,7,17,71,.259,.297,.402,.698,93,155,7,5,6,3,1,*4/D\
791,Jake\'a0Odorizzi\\odorija01,24,TBR,AL,2,6,4,0,0,0,0,0,1,0,0,1,3,.000,.200,.000,.200,-36,0,0,0,1,0,0,1\
792,Alexi\'a0Ogando\\ogandal01,30,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
793,Miguel\'a0Olivo\\olivomi01,35,LAD,NL,8,25,23,4,5,0,1,0,2,0,0,1,12,.217,.240,.304,.544,55,7,1,0,0,1,0,/2\
794,Mike\'a0Olt\\oltmi01,25,CHC,NL,89,258,225,23,36,8,0,12,33,0,1,25,100,.160,.248,.356,.604,66,80,3,3,0,5,0,53/D\
795,Logan\'a0Ondrusek\\ondrulo01,29,CIN,NL,38,3,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
796,David\'a0Ortiz*\\ortizda01,38,BOS,AL,142,602,518,59,136,27,0,35,104,0,0,75,95,.263,.355,.517,.873,140,268,18,3,0,6,22,*D/3\
797,Dan\'a0Otero\\oteroda01,29,OAK,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
798,Adam\'a0Ottavino#\\ottavad01,28,COL,NL,72,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
799,Josh\'a0Outman*\\outmajo01,29,TOT,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
800,Lyle\'a0Overbay*\\overbly01,37,MIL,NL,121,296,258,24,60,14,0,4,35,2,0,36,60,.233,.328,.333,.661,84,86,8,1,0,1,2,3/1\
801,Juan\'a0Carlos\'a0Oviedo\\nunezle01,32,TBR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
802,Chris\'a0Owings\\owingch01,22,ARI,NL,91,332,310,34,81,15,6,6,26,8,1,16,67,.261,.300,.406,.706,95,126,4,2,2,2,0,64\
803,Marcell\'a0Ozuna\\ozunama01,23,MIA,NL,153,612,565,72,152,26,5,23,85,3,1,41,164,.269,.317,.455,.772,114,257,12,1,0,5,1,*87/9\
804,Jordan\'a0Pacheco\\pachejo01,28,TOT,NL,69,165,153,10,39,10,1,0,16,0,0,9,27,.255,.299,.333,.632,72,51,6,1,1,1,0,23/54\
805,Angel\'a0Pagan#\\paganan01,32,SFG,NL,96,413,383,56,115,21,2,3,27,16,6,25,53,.300,.342,.389,.731,110,149,5,1,1,3,1,8\
806,Matt\'a0Pagnozzi\\pagnoma01,31,MIL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/2\
807,Joe\'a0Panik*\\panikjo01,23,SFG,NL,73,287,269,31,82,10,2,1,18,0,0,16,33,.305,.343,.368,.711,104,99,4,0,1,1,0,4\
808,Jonathan\'a0Papelbon\\papeljo01,33,PHI,NL,64,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
809,Jimmy\'a0Paredes#\\paredji01,25,TOT,AL,27,65,63,12,18,4,0,2,8,4,0,2,16,.286,.308,.444,.752,108,28,1,0,0,0,0,5/4D\
810,Blake\'a0Parker\\parkebl01,29,CHC,NL,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
811,Kyle\'a0Parker\\parkeky01,24,COL,NL,18,26,26,1,5,1,0,0,1,0,0,0,14,.192,.192,.231,.423,11,6,0,0,0,0,0,/93\
812,Chris\'a0Parmelee*\\parmech01,26,MIN,AL,87,270,250,27,64,11,0,7,28,0,3,17,64,.256,.307,.384,.691,94,96,7,2,0,1,0,397/8D\
813,Bobby\'a0Parnell\\parnebo01,29,NYM,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
814,Gerardo\'a0Parra*\\parrage01,27,TOT,NL,150,574,529,64,138,22,4,9,40,9,7,32,100,.261,.308,.369,.677,88,195,10,5,6,2,5,*978\
815,Manny\'a0Parra*\\parrama01,31,CIN,NL,48,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
